"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"233789",2861,2038,1506,2388,1195,1854
"67745",1,0,1,0,1,0
"110058",140,81,100,118,112,121
"319622",2137,1351,1414,2148,1659,1594
"12850",484,360,411,432,434,368
"209760",225,161,208,184,172,234
"74424",0,0,0,0,1,1
"56209",1377,1207,1330,1405,1338,1286
"101565",175,96,125,131,123,114
"71517",1317,986,930,1170,1060,971
"66356",1208,856,957,991,881,813
"434232",31,23,26,16,29,27
"64297",3577,2995,3106,2900,2662,2752
"209776",0,0,0,0,0,0
"67133",0,0,0,0,0,0
"22242",0,0,0,0,0,0
"71830",0,0,0,0,0,0
"272428",0,0,0,0,0,0
"233799",0,0,0,0,0,0
"100503901",1,0,0,0,0,0
"117147",0,0,0,0,0,0
"233801",0,0,0,1,0,0
"233802",620,556,516,660,620,530
"434233",527,355,491,479,545,431
"100503918",0,0,0,0,0,0
"20216",1,0,0,1,4,3
"71151",82,53,57,57,50,59
"434234",17,12,7,13,6,9
"233805",774,570,548,637,553,552
"73919",82,87,85,97,74,75
"381917",4,1,3,4,5,1
"233806",322,232,279,274,290,248
"22787",10,6,7,7,15,9
"72074",0,0,0,0,0,0
"12971",510,458,416,499,528,389
"67928",2,2,5,2,3,2
"320631",0,0,0,0,0,0
"233810",0,0,0,0,0,0
"78552",2,0,2,0,1,0
"637957",0,0,0,0,0,0
"67003",5661,4601,4597,4821,4605,4428
"67983",2,1,3,2,5,0
"100504389",55,50,50,47,41,37
"233812",427,342,370,404,312,294
"233813",2,4,3,4,4,1
"436008",0,0,2,1,0,0
"13631",166,112,103,152,141,135
"26939",368,275,309,364,306,274
"12585",487,375,432,417,390,372
"74466",5,1,0,1,4,0
"668548",40,31,41,31,32,39
"59052",554,488,505,616,598,492
"80719",5,0,3,1,0,0
"246190",36,28,42,37,29,22
"195646",0,0,0,0,0,0
"75793",1,0,0,0,0,0
"76179",1336,1000,910,1156,845,1005
"20278",2,1,1,2,0,0
"20277",2,7,3,1,3,8
"233824",871,695,661,715,703,656
"100861771",0,0,0,0,0,2
"74105",4944,4027,4036,4745,4199,4170
"67417",192,161,169,173,188,163
"28018",1132,895,906,914,986,904
"70316",1270,1238,1404,1526,1585,1303
"233826",18,10,15,13,9,14
"59288",933,696,732,803,763,781
"18817",9,13,22,11,19,15
"26918",0,0,0,0,0,0
"70261",0,0,1,0,0,0
"18751",91,69,87,116,61,59
"54376",1,0,0,0,0,0
"73951",69,62,67,78,129,91
"19647",1679,1260,1370,1503,1244,1209
"233833",1638,1224,1031,1373,1064,1136
"100504584",0,0,0,0,0,0
"233836",2,0,1,0,0,0
"70497",517,373,472,469,418,427
"30949",423,364,366,431,442,351
"11833",0,0,2,0,1,0
"210162",23,32,14,32,19,14
"628779",3,4,2,6,6,4
"791408",0,0,0,0,0,0
"73076",0,0,0,0,0,0
"71208",0,0,0,0,0,0
"75861",0,0,0,0,0,0
"77035",81,61,57,77,74,45
"67711",346,232,248,261,295,230
"16190",826,565,715,759,771,682
"60504",74,60,56,42,59,47
"233863",4681,3509,3202,3938,2874,3418
"233865",408,323,306,381,274,284
"269994",5,5,1,3,4,0
"74204",1294,919,1143,1136,917,796
"104175",1334,1097,1223,1254,1143,1165
"16797",2,1,3,3,3,0
"73658",757,563,622,670,669,560
"18020",116,103,83,116,107,93
"12478",0,0,0,0,0,0
"70314",256,222,217,219,229,197
"11937",99918,80857,85063,84097,72547,76386
"20399",3348,2831,2892,2934,2962,2477
"100861803",190,120,159,141,123,128
"233870",3250,2720,2777,2828,2772,2505
"233871",2799,2086,2758,2561,2434,1929
"56347",7341,5958,5975,6477,5823,5711
"12752",103,87,81,101,78,68
"171504",94,48,60,91,60,66
"246779",0,0,0,1,1,1
"56312",332,260,337,348,310,280
"100504712",7,8,11,11,7,6
"75565",164,158,164,130,175,145
"20887",4,1,4,2,4,4
"75764",120,87,115,95,117,104
"66162",331,286,245,286,348,283
"12721",3,2,3,0,3,4
"26417",806,730,695,747,802,679
"68616",8,12,5,11,10,7
"66090",592,522,639,583,716,490
"21389",11,9,13,10,16,9
"56420",952,760,879,876,968,763
"11674",110447,94164,97156,97901,95489,88530
"100503974",27,15,14,16,14,17
"68952",20,17,19,20,24,10
"78118",0,0,0,0,0,0
"13446",53,48,42,33,53,33
"233875",309,251,321,275,310,276
"233876",332,229,277,274,222,221
"381921",1948,1506,1534,1620,1342,1442
"68742",84,72,84,89,72,61
"233877",88,70,76,99,86,64
"233879",5,5,2,0,2,2
"233878",15,13,17,19,5,7
"381922",1,3,4,2,1,2
"52858",1623,1413,1484,1533,1503,1305
"78388",2321,1890,1938,2040,2018,1853
"67278",381,321,346,321,375,344
"100861830",0,0,0,0,1,0
"69017",9,9,12,16,10,14
"17188",1356,1077,1272,1280,1381,1153
"110033",31,19,29,32,21,15
"69036",0,0,0,0,0,0
"101602",113,86,79,96,73,82
"100502618",0,0,0,0,0,0
"67375",0,2,0,0,0,0
"20737",5,3,3,5,5,4
"70233",1428,1163,1263,1291,1245,1125
"68449",2631,2224,2311,2169,2130,2102
"17907",136923,113165,108376,114705,117321,104757
"54204",108,65,97,60,54,47
"100043580",9,8,14,5,11,10
"233887",389,319,320,327,324,294
"244216",146,134,188,180,274,171
"66422",159,145,132,163,177,127
"20768",866,753,797,859,830,797
"100502641",0,1,0,0,0,0
"16408",10,8,3,3,7,10
"233890",604,483,572,568,553,530
"269997",147,106,103,130,105,103
"78921",106,109,99,93,94,107
"101604",78,67,91,73,69,78
"233893",89,73,66,74,75,70
"69234",73,52,78,46,59,44
"71131",45,40,39,40,49,40
"654803",95,58,45,69,64,55
"233895",606,435,508,507,504,472
"14123",1135,874,1068,1101,990,836
"629159",30,13,29,26,26,23
"100043597",3724,2787,2339,2879,2158,2588
"100217442",7,4,0,2,0,4
"68961",182,149,164,170,138,128
"233899",85,74,81,69,74,45
"233900",1918,1468,1561,1715,1510,1433
"68232",5,9,12,8,11,4
"320683",576,403,466,492,406,445
"12055",276,253,215,268,274,231
"791073",0,0,0,0,0,0
"13019",44,47,46,46,43,47
"244218",7,1,5,3,5,0
"233902",239,187,197,197,228,158
"269999",183,140,170,188,188,164
"233904",1673,1269,1319,1334,1098,1137
"101502",154,119,142,145,136,128
"56216",12,11,13,9,8,11
"20909",1838,1414,1604,1539,1585,1341
"244219",285,257,269,261,242,215
"233905",864,643,523,713,538,635
"330657",45,28,43,24,22,23
"27973",203,157,203,154,179,161
"12041",1270,1031,1113,1101,1060,1082
"67773",395,298,345,322,320,302
"76560",1,0,0,1,0,0
"77613",125,90,83,99,98,74
"100861900",120,74,100,95,83,38
"233908",2673,1952,2274,2086,2247,1909
"319527",8,9,10,14,6,2
"66824",75,79,99,96,117,100
"434246",29530,24431,26444,26103,26757,25145
"16409",116,76,87,107,80,89
"16411",3,0,1,1,2,3
"100502816",0,3,0,3,2,1
"381924",12,23,27,23,16,10
"70973",0,0,0,0,0,0
"12862",2223,1783,1922,1908,2049,1930
"100043133",164,114,138,141,111,124
"233912",335,246,272,328,326,275
"21804",410,282,407,384,380,291
"246787",2,1,0,0,0,0
"233913",78,58,74,85,79,71
"100526559",0,0,0,0,0,0
"67865",35,18,28,21,31,29
"21843",1302,975,1027,1037,1066,892
"29810",3575,2951,2994,3192,2886,2894
"101490",287,182,211,241,226,206
"210711",583,472,490,513,468,394
"207352",2327,1765,1733,1947,1649,1747
"381925",0,0,0,0,0,0
"207425",645,494,389,565,483,415
"100043150",0,0,0,0,0,0
"14183",10,9,8,9,7,8
"11907",1619,1197,1093,1283,1115,1196
"67872",318,250,302,339,330,260
"57752",3882,3078,3179,3749,3205,3173
"114660",0,0,1,0,0,0
"330660",0,0,3,0,0,5
"100628579",0,2,4,4,10,19
"434249",0,2,5,3,1,7
"101476",934,725,833,804,745,742
"56213",761,491,707,625,632,598
"12945",0,0,1,0,0,1
"233918",0,0,0,0,0,0
"69495",0,0,0,0,0,0
"71395",0,3,2,3,10,3
"16433",0,2,3,1,3,1
"100502889",0,0,0,0,0,0
"69318",1,1,3,3,1,0
"68223",0,0,1,0,0,0
"68277",348,315,328,300,311,285
"214580",177,142,129,144,143,110
"67143",744,621,531,668,572,547
"66885",1456,1170,1012,1231,1044,1014
"15373",0,0,0,0,0,0
"15372",0,0,0,0,0,0
"12237",1096,928,944,992,939,910
"233919",1,0,1,0,0,0
"55987",1,2,2,0,0,1
"77590",820,644,545,675,558,514
"100502937",0,2,1,0,2,2
"100043682",11,12,13,20,8,14
"18242",1475,1130,1201,1170,1193,1180
"20231",0,0,0,0,0,0
"76429",56,56,65,60,60,67
"77938",2805,2221,2140,2580,2203,1860
"72096",112,88,122,124,127,105
"109359",1431,1274,1110,1296,1173,1052
"76683",0,0,0,1,0,0
"360216",1014,789,850,946,841,782
"13017",492,310,369,418,381,310
"74970",0,0,0,0,0,1
"73808",0,0,0,0,0,0
"214764",674,536,467,554,483,456
"214766",0,0,1,0,1,0
"22276",538,401,383,428,440,375
"66165",1160,847,920,929,914,857
"101437",1036,886,824,941,831,880
"100043695",3,3,1,5,0,0
"66930",3,6,4,5,3,2
"11489",269,168,158,236,167,213
"100503026",0,0,0,1,0,1
"71007",2,2,4,0,2,1
"330662",561,370,294,510,372,420
"627214",10,7,6,14,9,10
"74314",0,0,0,1,0,0
"100043254",0,0,0,1,0,0
"78807",0,0,0,0,0,0
"270004",0,0,0,0,0,0
"212070",0,0,0,0,1,0
"19267",120,109,104,102,100,91
"100316818",0,0,0,0,0,0
"67765",0,1,1,2,3,1
"17345",35,25,14,33,11,10
"319551",0,0,0,0,0,0
"77383",0,0,0,0,0,0
"100038399",0,0,0,0,0,0
"330664",0,0,0,0,0,0
"621677",0,0,0,0,0,0
"17314",187,144,136,154,182,119
"13593",209,120,148,145,126,119
"100038555",1,0,0,0,0,0
"77252",42,27,40,37,38,28
"30926",2973,2324,2300,2559,2456,2137
"70571",2,1,2,0,1,0
"69546",201,147,185,206,176,150
"52432",630,537,495,583,569,521
"12176",1608,1543,1943,1678,1694,1567
"74004",3,2,3,2,4,0
"26757",8,11,16,14,15,9
"57740",7,3,10,11,10,15
"76612",125,96,104,118,111,109
"101631",109,93,103,109,124,91
"212111",1637,1370,1357,1476,1326,1404
"14912",0,0,1,0,0,2
"212124",0,0,0,0,0,0
"52389",54,49,36,55,38,40
"76484",8,5,2,2,3,1
"22286",0,1,0,0,0,2
"100503791",26,20,27,14,14,26
"387198",0,0,0,1,0,0
"381933",0,1,2,2,1,1
"11501",28,26,43,19,27,19
"74237",641,478,502,573,528,467
"69752",119,107,121,97,128,112
"17703",1,1,2,0,0,0
"68566",3,1,0,2,0,2
"22264",1,0,2,1,1,0
"69064",39,32,34,37,41,26
"93747",777,616,643,735,722,625
"212503",65,48,50,64,77,36
"212508",262,202,218,213,221,231
"212518",8,2,1,1,1,0
"258954",0,0,0,0,0,0
"258511",0,0,0,0,0,0
"258055",0,0,0,0,0,0
"244233",0,1,0,0,0,0
"244234",0,1,0,0,0,0
"622335",0,0,0,0,0,1
"258958",0,0,0,0,0,0
"257939",0,0,0,0,0,0
"18361",0,0,0,0,0,0
"258512",0,0,0,0,0,0
"258955",0,0,0,0,0,0
"259028",0,0,0,0,0,0
"258056",0,0,0,0,0,0
"258956",0,0,0,0,0,0
"258513",0,0,1,0,0,0
"258201",0,1,0,0,0,0
"18345",0,0,0,0,0,0
"18362",0,0,0,0,0,0
"258962",0,0,0,0,0,0
"258963",0,0,0,0,0,0
"18344",0,0,0,0,0,0
"258964",0,0,0,0,0,0
"13106",0,0,0,0,0,0
"74075",0,0,1,0,0,0
"407812",21,9,9,17,17,8
"76974",3,1,0,1,0,0
"78520",0,1,0,0,2,0
"338417",0,1,0,0,0,1
"69287",5,4,0,4,1,0
"54399",384,304,326,356,388,310
"101489",2558,2192,2237,2162,2107,2079
"64384",249,190,220,217,238,214
"23997",3540,2828,2872,2892,2978,2620
"12869",834,695,754,733,808,682
"212965",0,1,0,1,0,0
"101613",0,0,0,0,0,0
"212974",230,176,201,239,217,189
"73835",0,4,1,1,2,0
"80876",943,775,823,848,852,728
"68713",0,1,1,1,1,2
"66141",661,525,553,565,571,588
"213002",4,0,0,0,0,3
"330671",1,3,2,2,2,3
"56460",2,4,8,3,8,7
"24058",2,2,3,1,0,1
"71345",1,0,0,0,0,0
"27388",592,432,482,471,407,444
"107702",3254,2676,2655,2759,2893,2615
"15461",2563,2213,2262,2424,2569,2241
"70552",55,41,21,42,44,30
"72000",10,9,5,10,5,4
"66985",1329,1200,1125,1211,1169,1087
"387206",2,0,0,0,2,2
"101471",1713,1307,1342,1494,1331,1299
"54123",43,53,24,46,33,69
"72040",7,3,1,2,1,1
"20287",1,3,2,3,6,1
"13491",0,0,3,0,0,0
"54006",209,175,168,168,172,160
"71448",221,132,183,163,152,151
"98845",46,28,40,38,46,45
"320871",0,0,0,0,1,0
"21351",2400,1960,1983,2303,2246,2109
"213350",197,159,133,182,174,129
"100862193",0,0,0,0,0,0
"57754",7,3,7,4,4,5
"68267",319,222,353,355,314,242
"57913",95,72,68,71,85,78
"67186",4472,3491,3716,3775,4148,3632
"100217419",5,5,2,7,6,0
"66853",1674,1303,1443,1460,1409,1355
"213573",78,67,70,58,77,55
"12476",3267,2560,2603,2805,2799,2587
"66491",1201,1080,920,1010,1097,988
"64540",420,297,309,384,355,307
"68038",643,516,521,611,603,441
"11772",2260,1799,1827,1937,1725,1874
"100036523",3,2,2,3,6,0
"353328",3,0,4,5,10,4
"100862174",0,0,0,1,0,0
"17831",2,1,1,2,2,3
"17833",8,11,4,4,4,8
"74180",2,2,2,1,2,1
"54473",2623,2126,2000,2317,2138,1975
"75770",7,12,5,7,1,4
"100526509",0,0,0,0,0,0
"101513",686,617,576,586,613,560
"18218",881,761,952,809,803,856
"100039728",0,0,0,0,0,0
"668763",1,0,0,0,1,0
"100043617",0,0,0,0,0,0
"71623",0,0,0,0,0,0
"100039757",0,0,0,0,0,0
"77215",0,0,0,0,0,0
"114666",0,0,0,0,0,0
"100043627",0,0,0,0,0,0
"100038419",3,1,2,4,2,3
"50774",0,0,0,0,0,0
"50775",0,0,0,0,0,0
"320802",29,41,35,40,37,39
"13033",27023,21184,22417,24260,23186,21173
"55925",42,37,64,33,33,35
"21953",16660,14117,15497,14541,15680,14263
"16985",3467,2917,3180,3150,3090,2620
"677289",584,354,529,489,423,291
"21957",83237,69393,73739,71709,77367,68052
"19935",550,446,491,448,470,401
"330677",416,335,383,415,313,252
"14955",396114,340122,330851,361750,360411,305619
"735280",0,0,0,0,0,0
"16002",80274,62674,62216,68764,65239,55133
"723874",18,5,13,11,6,7
"111975",61,39,52,54,61,38
"16334",3,2,4,1,0,1
"624121",0,0,0,0,0,0
"21823",0,1,1,0,0,0
"17173",0,0,0,0,3,0
"27027",59,43,45,30,52,44
"97423",43,36,39,55,58,41
"12520",8680,6717,7168,7453,7038,6701
"56844",2112,1680,2011,1710,1967,1659
"56843",0,2,0,0,0,0
"16535",26,24,14,30,30,17
"63830",170,121,196,110,110,94
"71153",0,0,0,0,1,0
"12577",5206,4122,4576,4866,4811,4370
"18400",6,4,4,10,4,8
"22113",0,0,0,0,1,0
"17955",4716,3660,3731,4152,3921,3734
"27267",1900,1555,1485,1591,1556,1385
"244237",43,22,35,33,22,32
"79202",829,589,595,583,529,525
"79201",2297,1795,1927,1839,1767,1716
"79196",2169,1701,1775,1991,1757,1720
"381974",0,0,0,0,0,0
"244238",143,115,101,110,118,121
"78914",80,75,77,99,74,60
"13360",2507,1932,2179,2289,2153,1940
"100526562",0,0,0,0,0,0
"210274",24,13,15,24,19,15
"13043",6631,4956,5288,5935,5290,4939
"233977",818,677,720,821,659,650
"100038412",5,2,4,4,0,2
"14082",155,127,128,154,160,131
"101772",41,41,41,35,42,36
"791284",0,0,0,0,0,0
"14174",1,1,0,0,0,0
"14175",1,2,0,2,0,0
"14170",0,0,0,0,0,0
"100568459",0,1,1,0,0,2
"72284",372,368,342,298,393,316
"12443",3062,2128,2232,2832,2303,2208
"100040049",0,2,4,1,3,1
"233979",253,141,176,206,155,136
"211577",84,77,55,70,73,63
"211578",1,4,4,3,2,4
"100039479",0,0,0,0,0,0
"100039499",0,0,0,0,0,0
"16337",1783,1330,1197,1555,1035,1437
"319493",0,0,0,0,0,0
"102098",604,565,508,544,519,511
"69129",121,81,86,95,114,94
"76406",2,0,6,1,0,2
"140482",426,353,425,382,456,406
"94178",565,419,553,506,526,433
"50767",628,462,489,451,399,459
"546049",56,49,49,71,74,49
"69697",13,13,8,24,8,10
"67439",555,474,491,510,502,472
"100503890",121,95,87,96,97,88
"18545",2,5,0,1,3,0
"20911",103,85,100,82,81,75
"57264",0,0,0,0,0,0
"69189",0,0,0,0,0,0
"100503924",1,0,1,0,0,2
"66682",803,705,656,740,703,615
"14128",1,0,0,0,0,0
"75863",0,0,0,1,0,0
"170786",0,0,0,0,0,0
"170780",0,0,0,0,0,0
"170779",0,0,0,0,0,0
"69165",0,0,0,0,0,0
"170776",3,0,2,0,1,0
"69142",0,0,0,0,0,0
"70192",0,0,0,0,0,0
"78899",0,0,1,0,1,0
"213027",227,177,157,201,135,182
"100503956",318,257,281,300,234,224
"73072",17,11,16,16,13,10
"72267",8,7,11,3,6,8
"26400",1474,1235,1246,1361,1235,1138
"100044509",16,12,17,17,16,4
"102209",456,372,394,373,402,371
"330695",196,140,148,153,213,154
"21856",1178,941,999,1084,1043,930
"15568",1284,972,1071,1117,1148,1118
"20300",91,58,67,87,73,58
"67260",210,141,184,166,149,150
"233987",128,124,115,133,125,110
"100862276",0,0,0,0,0,0
"20419",6,5,6,5,3,1
"622568",0,0,0,1,0,0
"669393",1,1,0,1,2,0
"20494",0,0,0,0,0,0
"320406",1,1,4,3,1,0
"13642",408,285,295,356,369,305
"66719",0,0,0,0,0,0
"234023",1074,806,1071,993,1002,827
"71249",0,1,0,0,0,0
"270028",0,1,2,0,1,1
"319583",511,355,342,373,348,329
"68904",619,456,479,600,460,496
"24099",14,6,7,3,8,8
"244281",5,3,7,6,4,3
"320014",0,0,0,0,0,0
"71624",1,0,0,0,3,0
"665306",4,0,5,3,2,2
"384783",87,54,59,96,60,75
"619321",0,1,1,1,0,0
"12826",13983,9049,9844,12601,9533,10438
"12827",9513,6419,6762,8606,6443,6832
"19332",13,15,14,15,10,17
"100504175",1,0,0,0,0,0
"102132",9,8,7,4,2,6
"69225",755,559,565,618,672,530
"71941",327,255,244,285,269,270
"26356",603,460,476,515,540,511
"102334",4063,3089,3290,3533,3237,2789
"76413",11,10,3,5,6,1
"665271",7,0,0,0,2,0
"624710",12,9,5,15,5,6
"54126",1707,1388,1343,1574,1309,1290
"75528",1,0,0,0,0,0
"619290",0,0,0,0,0,0
"434280",0,0,1,1,0,1
"434279",0,0,0,0,0,0
"20664",0,1,0,0,0,0
"78634",0,0,0,0,0,0
"259279",467,312,349,375,324,334
"100038554",0,0,0,0,0,0
"50770",2322,1779,1522,2127,1372,1846
"100504249",0,0,0,1,0,1
"100862362",0,0,0,0,0,0
"17207",194,145,153,202,179,164
"14068",0,4,2,3,2,0
"14058",0,0,0,0,0,0
"66901",34,21,24,30,19,33
"234069",381,272,297,377,276,288
"99375",4875,3968,3994,4310,3865,3755
"16783",15468,12555,12269,13758,12434,11984
"66790",334,319,314,315,309,242
"100316713",13,14,9,13,7,8
"78335",178,124,176,130,122,131
"234072",1199,1100,1111,1111,1072,1143
"102323",1079,932,801,832,851,786
"234076",1619,1287,1265,1461,1349,1389
"21781",1567,1234,1269,1356,1128,1267
"11945",0,0,0,1,0,0
"24013",3,1,0,1,0,0
"272465",1,1,0,0,0,1
"14456",2071,1486,1670,1864,1939,1585
"66501",0,0,2,5,2,2
"19414",1150,941,961,1067,892,872
"403185",0,0,0,0,0,0
"69957",1327,1059,1139,1197,1123,1046
"67031",328,272,303,337,356,261
"231201",0,0,0,0,1,0
"101994",638,554,464,604,485,484
"66423",314,251,270,243,302,214
"66822",514,359,406,385,406,347
"72148",245,206,200,189,217,165
"234086",234,180,199,216,193,175
"244310",18,24,15,15,6,9
"26889",435,330,360,372,345,313
"100862377",0,0,0,2,0,0
"234094",545,406,410,486,377,431
"74901",105,108,119,98,81,72
"434285",9,4,7,4,6,8
"17930",31164,24794,20862,27177,20448,23845
"94109",33,23,23,29,17,22
"100526464",0,0,0,0,0,0
"244329",205,184,161,167,149,157
"11601",11,4,8,10,8,10
"52123",748,571,627,570,640,599
"319581",0,2,1,2,0,1
"360217",0,0,0,0,0,0
"353320",0,0,0,0,0,0
"360212",0,0,0,0,0,0
"360214",0,0,0,0,0,0
"77674",0,0,0,0,0,0
"360211",0,0,0,0,0,0
"546038",0,0,0,0,0,0
"78128",0,0,0,0,0,0
"244332",0,0,0,0,0,0
"56519",0,0,0,0,0,0
"654452",0,0,0,0,0,0
"116746",0,0,0,0,0,0
"574081",0,0,0,0,0,0
"81007",0,0,0,0,0,0
"27358",0,0,0,0,0,0
"654456",0,0,0,0,0,0
"244334",0,0,0,0,0,0
"246080",0,0,0,0,0,0
"626415",5,1,10,4,4,2
"100861725",22,8,32,17,19,16
"547150",837,589,697,757,651,523
"100040599",1,0,3,3,2,3
"381598",575,401,367,457,337,374
"100861745",6,4,2,5,3,3
"100861634",229,143,162,186,149,149
"100861653",641,476,422,529,376,395
"100861668",6,1,2,2,4,6
"654455",0,0,0,0,0,0
"654453",0,0,0,0,0,0
"100041654",0,1,0,0,0,0
"574083",0,0,0,0,0,0
"503556",0,0,0,0,0,0
"66298",0,0,0,0,0,0
"497114",0,0,0,0,0,0
"100041688",0,0,0,0,0,0
"13236",0,0,0,0,0,0
"634825",0,0,0,0,0,0
"100038927",0,0,0,0,0,0
"382059",0,0,0,0,0,0
"13226",0,0,0,0,0,0
"100041759",0,0,0,0,0,0
"100041787",0,0,0,0,0,0
"13237",0,0,0,0,0,0
"13239",0,0,0,0,0,0
"100041811",0,0,0,0,0,0
"13218",0,0,0,0,0,0
"100294660",0,0,0,0,0,0
"100505096",0,0,0,0,0,0
"100862126",0,0,0,0,0,0
"665927",0,0,0,0,0,0
"68009",0,0,0,0,0,0
"100041890",0,0,0,0,0,0
"100041895",0,0,0,0,0,0
"626682",0,0,0,0,0,0
"665956",0,0,0,0,0,0
"626708",0,0,0,0,0,0
"23855",0,0,0,0,0,0
"100041952",0,0,0,0,0,0
"727720",0,0,0,0,0,0
"382000",0,0,0,1,0,0
"503491",0,0,0,0,0,0
"13214",0,0,1,0,1,0
"387334",0,0,0,0,0,0
"13215",0,0,0,0,0,0
"246085",0,0,0,0,0,0
"246079",0,0,0,0,0,0
"246081",0,0,0,0,0,0
"246082",0,0,0,0,0,0
"246084",0,0,0,0,0,0
"246083",0,0,0,0,0,0
"97476",0,0,0,0,0,0
"67929",0,0,0,0,0,0
"11979",7,7,7,2,5,0
"207958",274,211,208,238,192,203
"330721",0,0,0,1,0,0
"23954",37,22,29,34,27,23
"80986",82,75,61,69,42,64
"70160",864,640,656,727,681,613
"56229",17,18,20,11,15,16
"234129",0,0,1,0,0,0
"18408",270,153,226,201,223,180
"69108",7,1,0,2,2,4
"57312",590,487,517,556,547,476
"102032",197,143,148,175,163,187
"20516",3843,3267,3347,3526,3315,3474
"100502938",46,28,40,39,34,16
"22335",2721,2153,2349,2457,2403,2152
"234130",0,0,0,0,0,0
"18970",686,590,582,659,564,526
"68074",31,17,26,19,26,13
"16150",1058,844,857,850,747,755
"18791",450,268,369,300,291,310
"64933",273,175,218,254,195,215
"244349",1425,1011,787,1190,759,1008
"11733",9628,7971,8231,8225,8279,7684
"723876",6,15,7,8,6,3
"100526510",0,0,0,0,0,0
"74561",0,1,0,2,0,0
"102247",2005,1627,1683,1748,1665,1639
"109145",313,243,208,229,247,234
"57437",1292,943,1090,1144,1170,1062
"20377",11,4,15,20,6,8
"320158",9,7,9,20,13,5
"208924",0,0,0,0,0,0
"69068",131,103,127,138,96,80
"209176",0,0,0,1,1,1
"15930",1,0,0,0,0,0
"13524",0,0,2,1,0,0
"11497",1,0,0,0,2,0
"11499",5,0,1,3,2,5
"353188",6,4,7,4,5,3
"11502",3510,2519,2522,2849,2268,2486
"69742",765,593,617,638,660,528
"330723",0,2,1,2,1,1
"83436",929,745,761,818,718,775
"320165",1400,1065,1056,1185,1067,1038
"74489",1,2,1,1,0,0
"14182",3623,2621,2984,3360,3122,2719
"270035",121,96,96,91,98,107
"234135",1106,764,754,870,709,744
"71910",276,224,245,252,277,241
"72108",474,390,381,403,367,343
"100503003",0,3,2,1,3,2
"67384",234,154,183,193,179,169
"67207",166,142,168,150,171,141
"100503027",2,1,0,1,0,0
"20845",83,44,45,52,47,32
"23808",1157,966,928,1104,1039,959
"16532",9,1,3,5,6,4
"52120",621,425,411,530,482,474
"74653",610,464,526,563,504,563
"14272",1235,1011,1001,1041,1138,959
"320191",1994,1259,1066,1725,1092,1307
"77733",770,554,508,634,497,500
"73754",181,166,165,170,179,171
"72316",2,1,2,2,2,3
"353310",1688,1391,1619,1775,1655,1489
"244373",1162,819,817,1002,823,856
"114863",1093,961,950,1017,985,924
"78560",277,223,247,267,196,191
"66653",257,223,205,233,216,220
"75767",290,210,227,260,205,212
"71082",2,0,0,0,0,0
"76615",0,1,0,1,4,0
"11556",2,0,3,2,1,4
"13685",889,676,836,938,920,783
"732482",0,0,2,0,0,0
"541463",0,0,0,0,0,0
"108043",0,0,0,0,0,0
"11440",0,1,0,0,0,0
"70952",0,0,0,0,0,0
"382003",0,0,0,0,1,0
"666422",0,0,0,0,0,0
"210801",2,9,2,4,5,2
"71314",0,0,0,0,0,0
"66959",3,1,4,1,2,4
"100316666",0,0,0,0,0,0
"68867",689,513,589,678,616,535
"100217422",1,0,0,0,0,0
"234138",337,261,300,307,286,303
"67920",760,536,565,671,587,545
"171167",172,94,109,123,120,131
"74517",0,0,1,1,1,0
"211323",61,54,34,67,45,35
"666589",18,4,4,8,9,8
"546052",24,20,34,29,33,22
"100042715",0,0,0,0,0,0
"22427",131,82,83,106,68,86
"75029",129,111,83,115,103,109
"319688",2,0,1,2,1,4
"628431",0,0,0,0,0,0
"104271",14,9,2,9,5,6
"19053",640,520,599,606,619,529
"108159",158,103,94,141,124,118
"14782",515,391,439,463,428,415
"100504592",0,0,0,0,1,0
"68153",402,328,336,369,386,336
"72632",1,2,0,1,0,1
"19663",120,73,86,98,100,95
"22428",764,613,631,727,705,590
"234155",2,5,1,2,1,0
"68192",868,744,765,863,695,705
"67887",2898,2336,2471,2479,2597,2336
"234159",0,0,0,0,0,1
"330734",0,3,1,1,1,0
"319520",532,446,341,500,457,447
"100861989",155,99,140,144,134,118
"21951",1466,974,787,1326,793,994
"244416",157,126,135,117,127,125
"100504696",1,1,0,0,2,1
"67276",324,256,267,290,265,256
"100504714",16,16,18,14,14,13
"52065",1497,1267,1246,1360,1254,1321
"100502846",34,29,26,30,29,22
"71908",0,1,6,1,2,3
"330737",0,1,1,2,3,1
"671641",289,225,220,246,287,238
"244418",388,314,284,390,326,337
"244421",258,182,193,249,213,177
"319582",0,0,0,0,0,0
"50768",310,220,171,216,194,201
"100502599",0,0,0,0,0,0
"621080",48,28,40,22,41,26
"244431",0,0,0,0,0,1
"723860",0,0,0,0,0,0
"80286",569,398,414,485,524,443
"621335",0,0,0,0,0,0
"20288",3,2,1,0,4,1
"80857",0,0,0,0,0,0
"78506",142,95,93,108,99,97
"70546",13,17,12,25,13,22
"18983",895,737,796,804,759,753
"52348",1141,850,851,1049,915,866
"54384",34,23,29,21,32,23
"100039179",0,0,0,0,0,0
"13526",0,0,0,0,0,0
"23793",0,0,0,0,0,0
"384806",0,0,0,0,0,0
"546055",0,0,0,0,0,0
